question_id,category,difficulty,question,option_a,option_b,option_c,option_d,correct_answer,explanation
817,Emergency Response,Easy,Sample Emergency Response question #817: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
818,Disaster Management,Medium,Sample Disaster Management question #818: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
819,Geography,Hard,Sample Geography question #819: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
820,School Safety,Easy,Sample School Safety question #820: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
821,Earthquake,Medium,Sample Earthquake question #821: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
822,Flood,Hard,Sample Flood question #822: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
823,Fire Safety,Easy,Sample Fire Safety question #823: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
824,Cyclone,Medium,Sample Cyclone question #824: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
825,Tsunami,Hard,Sample Tsunami question #825: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
826,First Aid,Easy,Sample First Aid question #826: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
827,Emergency Response,Medium,Sample Emergency Response question #827: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
828,Disaster Management,Hard,Sample Disaster Management question #828: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
829,Geography,Easy,Sample Geography question #829: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
830,School Safety,Medium,Sample School Safety question #830: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
831,Earthquake,Hard,Sample Earthquake question #831: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
832,Flood,Easy,Sample Flood question #832: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
833,Fire Safety,Medium,Sample Fire Safety question #833: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
834,Cyclone,Hard,Sample Cyclone question #834: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
835,Tsunami,Easy,Sample Tsunami question #835: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
836,First Aid,Medium,Sample First Aid question #836: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
837,Emergency Response,Hard,Sample Emergency Response question #837: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
838,Disaster Management,Easy,Sample Disaster Management question #838: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
839,Geography,Medium,Sample Geography question #839: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
840,School Safety,Hard,Sample School Safety question #840: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
841,Earthquake,Easy,Sample Earthquake question #841: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
842,Flood,Medium,Sample Flood question #842: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
843,Fire Safety,Hard,Sample Fire Safety question #843: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
844,Cyclone,Easy,Sample Cyclone question #844: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
845,Tsunami,Medium,Sample Tsunami question #845: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
846,First Aid,Hard,Sample First Aid question #846: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
847,Emergency Response,Easy,Sample Emergency Response question #847: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
848,Disaster Management,Medium,Sample Disaster Management question #848: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
849,Geography,Hard,Sample Geography question #849: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
850,School Safety,Easy,Sample School Safety question #850: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
851,Earthquake,Medium,Sample Earthquake question #851: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
852,Flood,Hard,Sample Flood question #852: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
853,Fire Safety,Easy,Sample Fire Safety question #853: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
854,Cyclone,Medium,Sample Cyclone question #854: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
855,Tsunami,Hard,Sample Tsunami question #855: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
856,First Aid,Easy,Sample First Aid question #856: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
857,Emergency Response,Medium,Sample Emergency Response question #857: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
858,Disaster Management,Hard,Sample Disaster Management question #858: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
859,Geography,Easy,Sample Geography question #859: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
860,School Safety,Medium,Sample School Safety question #860: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
861,Earthquake,Hard,Sample Earthquake question #861: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
862,Flood,Easy,Sample Flood question #862: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
863,Fire Safety,Medium,Sample Fire Safety question #863: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
864,Cyclone,Hard,Sample Cyclone question #864: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
865,Tsunami,Easy,Sample Tsunami question #865: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
866,First Aid,Medium,Sample First Aid question #866: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
867,Emergency Response,Hard,Sample Emergency Response question #867: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
868,Disaster Management,Easy,Sample Disaster Management question #868: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
869,Geography,Medium,Sample Geography question #869: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
870,School Safety,Hard,Sample School Safety question #870: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
871,Earthquake,Easy,Sample Earthquake question #871: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
872,Flood,Medium,Sample Flood question #872: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
873,Fire Safety,Hard,Sample Fire Safety question #873: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
874,Cyclone,Easy,Sample Cyclone question #874: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
875,Tsunami,Medium,Sample Tsunami question #875: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
876,First Aid,Hard,Sample First Aid question #876: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
877,Emergency Response,Easy,Sample Emergency Response question #877: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
878,Disaster Management,Medium,Sample Disaster Management question #878: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
879,Geography,Hard,Sample Geography question #879: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
880,School Safety,Easy,Sample School Safety question #880: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
881,Earthquake,Medium,Sample Earthquake question #881: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
882,Flood,Hard,Sample Flood question #882: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
883,Fire Safety,Easy,Sample Fire Safety question #883: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
884,Cyclone,Medium,Sample Cyclone question #884: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
885,Tsunami,Hard,Sample Tsunami question #885: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
886,First Aid,Easy,Sample First Aid question #886: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
887,Emergency Response,Medium,Sample Emergency Response question #887: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
888,Disaster Management,Hard,Sample Disaster Management question #888: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
889,Geography,Easy,Sample Geography question #889: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
890,School Safety,Medium,Sample School Safety question #890: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
891,Earthquake,Hard,Sample Earthquake question #891: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
892,Flood,Easy,Sample Flood question #892: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
893,Fire Safety,Medium,Sample Fire Safety question #893: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
894,Cyclone,Hard,Sample Cyclone question #894: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
895,Tsunami,Easy,Sample Tsunami question #895: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
896,First Aid,Medium,Sample First Aid question #896: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
897,Emergency Response,Hard,Sample Emergency Response question #897: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
898,Disaster Management,Easy,Sample Disaster Management question #898: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
899,Geography,Medium,Sample Geography question #899: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
900,School Safety,Hard,Sample School Safety question #900: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
901,Earthquake,Easy,Sample Earthquake question #901: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
902,Flood,Medium,Sample Flood question #902: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
903,Fire Safety,Hard,Sample Fire Safety question #903: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
904,Cyclone,Easy,Sample Cyclone question #904: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
905,Tsunami,Medium,Sample Tsunami question #905: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
906,First Aid,Hard,Sample First Aid question #906: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
907,Emergency Response,Easy,Sample Emergency Response question #907: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
908,Disaster Management,Medium,Sample Disaster Management question #908: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
909,Geography,Hard,Sample Geography question #909: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
910,School Safety,Easy,Sample School Safety question #910: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
911,Earthquake,Medium,Sample Earthquake question #911: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
912,Flood,Hard,Sample Flood question #912: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
913,Fire Safety,Easy,Sample Fire Safety question #913: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
914,Cyclone,Medium,Sample Cyclone question #914: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
915,Tsunami,Hard,Sample Tsunami question #915: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
916,First Aid,Easy,Sample First Aid question #916: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
917,Emergency Response,Medium,Sample Emergency Response question #917: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
918,Disaster Management,Hard,Sample Disaster Management question #918: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
919,Geography,Easy,Sample Geography question #919: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
920,School Safety,Medium,Sample School Safety question #920: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
921,Earthquake,Hard,Sample Earthquake question #921: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
922,Flood,Easy,Sample Flood question #922: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
923,Fire Safety,Medium,Sample Fire Safety question #923: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
924,Cyclone,Hard,Sample Cyclone question #924: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
925,Tsunami,Easy,Sample Tsunami question #925: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
926,First Aid,Medium,Sample First Aid question #926: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
927,Emergency Response,Hard,Sample Emergency Response question #927: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
928,Disaster Management,Easy,Sample Disaster Management question #928: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
929,Geography,Medium,Sample Geography question #929: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
930,School Safety,Hard,Sample School Safety question #930: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
931,Earthquake,Easy,Sample Earthquake question #931: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
932,Flood,Medium,Sample Flood question #932: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
933,Fire Safety,Hard,Sample Fire Safety question #933: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
934,Cyclone,Easy,Sample Cyclone question #934: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
935,Tsunami,Medium,Sample Tsunami question #935: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
936,First Aid,Hard,Sample First Aid question #936: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
937,Emergency Response,Easy,Sample Emergency Response question #937: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
938,Disaster Management,Medium,Sample Disaster Management question #938: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
939,Geography,Hard,Sample Geography question #939: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
940,School Safety,Easy,Sample School Safety question #940: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
941,Earthquake,Medium,Sample Earthquake question #941: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
942,Flood,Hard,Sample Flood question #942: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
943,Fire Safety,Easy,Sample Fire Safety question #943: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
944,Cyclone,Medium,Sample Cyclone question #944: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
945,Tsunami,Hard,Sample Tsunami question #945: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
946,First Aid,Easy,Sample First Aid question #946: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
947,Emergency Response,Medium,Sample Emergency Response question #947: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
948,Disaster Management,Hard,Sample Disaster Management question #948: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
949,Geography,Easy,Sample Geography question #949: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
950,School Safety,Medium,Sample School Safety question #950: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
951,Earthquake,Hard,Sample Earthquake question #951: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
952,Flood,Easy,Sample Flood question #952: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
953,Fire Safety,Medium,Sample Fire Safety question #953: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
954,Cyclone,Hard,Sample Cyclone question #954: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
955,Tsunami,Easy,Sample Tsunami question #955: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
956,First Aid,Medium,Sample First Aid question #956: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
957,Emergency Response,Hard,Sample Emergency Response question #957: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
958,Disaster Management,Easy,Sample Disaster Management question #958: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
959,Geography,Medium,Sample Geography question #959: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
960,School Safety,Hard,Sample School Safety question #960: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
961,Earthquake,Easy,Sample Earthquake question #961: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
962,Flood,Medium,Sample Flood question #962: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
963,Fire Safety,Hard,Sample Fire Safety question #963: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
964,Cyclone,Easy,Sample Cyclone question #964: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
965,Tsunami,Medium,Sample Tsunami question #965: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
966,First Aid,Hard,Sample First Aid question #966: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
967,Emergency Response,Easy,Sample Emergency Response question #967: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
968,Disaster Management,Medium,Sample Disaster Management question #968: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
